timestamp,flow,single_pressure,temperature,gas_consumption,gas_consumption_delta
2025-02-13T01:58:00Z,0,2202,15.477,25003,0
2025-02-13T01:59:00Z,0,2202,null,null,null
2025-02-13T02:00:00Z,0,2202,15.892,25003,0
2025-02-13T02:01:00Z,0,2200,null,null,null
2025-02-13T02:02:00Z,0,2201,15.892,25003,0
2025-02-13T02:03:00Z,0,2197,null,null,null
2025-02-13T02:04:00Z,0,2200,17.137,25003,0
2025-02-13T02:06:00Z,0,2198,17.137,25003,0
2025-02-13T02:08:00Z,0,2195,17.552,25003,null
2025-02-13T02:09:00Z,0,2188,null,null,null
2025-02-13T02:10:00Z,0,2192,18.382,25003,0
2025-02-13T02:11:00Z,0,2182,null,null,null
2025-02-13T02:12:00Z,0,2185,18.797,25003,0
2025-02-13T02:13:00Z,0,2172,null,null,null
2025-02-13T02:14:00Z,0,2177,19.627,25003,0
2025-02-13T02:15:00Z,0,2165,null,null,null
2025-02-13T02:16:00Z,0,2168,20.456,25003,0
2025-02-13T02:17:00Z,0,2149,null,null,null
2025-02-13T02:18:00Z,0,2158,22.116,25003,0
2025-02-13T02:19:00Z,0,2140,null,null,null
2025-02-13T02:20:00Z,0,2146,22.531,25003,0
2025-02-13T02:21:00Z,0,2125,null,null,null
2025-02-13T02:22:00Z,0,2132,24.191,25003,0
2025-02-13T02:23:00Z,0,2111,null,null,null
2025-02-13T02:24:00Z,0,2119,25.021,25003,0
2025-02-13T02:25:00Z,0,2100,null,null,null
2025-02-13T02:26:00Z,0,2107,26.266,25003,0
2025-02-13T02:27:00Z,0,2089,null,null,null
2025-02-13T02:28:00Z,0,2096,27.095,25003,0
2025-02-13T02:29:00Z,0,2080,null,null,null
2025-02-13T02:30:00Z,0,2087,28.755,25003,0
2025-02-13T02:31:00Z,0,2068,null,null,null
2025-02-13T02:32:00Z,0,2070,29.585,25003,0
2025-02-13T02:33:00Z,0,2052,null,null,null
2025-02-13T02:34:00Z,0,2061,30.415,25003,0
2025-02-13T02:35:00Z,0,2042,null,null,null
2025-02-13T02:36:00Z,0,2048,31.245,25003,0
2025-02-13T02:37:00Z,0,2036,null,null,null
2025-02-13T02:38:00Z,0,2036,32.075,25003,0
2025-02-13T02:39:00Z,0,2023,null,null,null
2025-02-13T02:40:00Z,0,2026,33.32,25003,0
2025-02-13T02:41:00Z,0,2017,null,null,null
2025-02-13T02:42:00Z,0,2014,34.149,25003,0
2025-02-13T02:43:00Z,0,2004,null,null,null
2025-02-13T02:44:00Z,0,2008,34.564,25003,0
2025-02-13T02:45:00Z,0,2000,null,null,null
2025-02-13T02:46:00Z,0,2003,35.394,25003,0
2025-02-13T02:47:00Z,0,1986,null,null,null
2025-02-13T02:48:00Z,0,1993,36.224,25003,0
2025-02-13T02:49:00Z,0,1978,null,null,null
2025-02-13T02:50:00Z,0,1985,36.639,25003,0
2025-02-13T02:51:00Z,0,1974,null,null,null
2025-02-13T02:52:00Z,0,1979,37.469,25003,0
2025-02-13T02:53:00Z,0,1961,null,null,null
2025-02-13T02:54:00Z,0,1968,38.714,25003,0
2025-02-13T02:55:00Z,0,1954,null,null,null
2025-02-13T02:56:00Z,0,1958,39.129,25003,0
2025-02-13T02:57:00Z,0,1946,null,null,null
2025-02-13T02:58:00Z,0,1950,39.544,25003,0
2025-02-13T02:59:00Z,0,1939,null,null,null
2025-02-13T03:00:00Z,0,1945,40.373,25003,0
2025-02-13T03:01:00Z,0,1935,null,null,null
2025-02-13T03:02:00Z,0,1939,40.788,25003,0
2025-02-13T03:03:00Z,0,1928,null,null,null
2025-02-13T03:04:00Z,0,1931,42.448,25003,0
2025-02-13T03:05:00Z,4,1920,null,null,null
2025-02-13T03:06:00Z,0,1924,42.863,25003,0
2025-02-13T03:07:00Z,0,1911,null,null,null
2025-02-13T03:08:00Z,0,1910,43.278,25003,0
2025-02-13T03:09:00Z,0,1909,null,null,null
2025-02-13T03:10:00Z,0,1907,43.693,25003,0
2025-02-13T03:11:00Z,0,1901,null,null,null
2025-02-13T03:12:00Z,0,1900,43.693,25003,0
2025-02-13T03:13:00Z,0,1900,null,null,null
2025-02-13T03:14:00Z,0,1903,44.108,25003,0
2025-02-13T03:15:00Z,0,1896,null,null,null
2025-02-13T03:16:00Z,0,1899,44.523,25003,0
2025-02-13T03:17:00Z,0,1892,null,null,null
2025-02-13T03:18:00Z,0,1896,44.938,25003,0
2025-02-13T03:19:00Z,0,1884,null,null,null
2025-02-13T03:20:00Z,0,1889,45.353,25003,0
2025-02-13T03:21:00Z,0,1880,null,null,null
2025-02-13T03:22:00Z,0,1881,45.768,25003,0
2025-02-13T03:23:00Z,0,1877,null,null,null
2025-02-13T03:24:00Z,0,1878,46.183,25003,0
2025-02-13T03:25:00Z,0,1872,null,null,null
2025-02-13T03:26:00Z,0,1874,46.598,25003,0
2025-02-13T03:27:00Z,0,1864,null,null,null
2025-02-13T03:28:00Z,0,1867,47.012,25003,0
2025-02-13T03:29:00Z,0,1857,null,null,null
2025-02-13T03:30:00Z,0,1859,47.012,25003,0
2025-02-13T03:31:00Z,0,1855,null,null,null
2025-02-13T03:32:00Z,0,1858,47.842,25003,0
2025-02-13T03:33:00Z,0,1850,null,null,null
2025-02-13T03:34:00Z,0,1851,48.257,25003,0
2025-02-13T03:35:00Z,0,1846,null,null,null
2025-02-13T03:36:00Z,0,1847,48.672,25003,0
2025-02-13T03:37:00Z,0,1840,null,null,null
2025-02-13T03:38:00Z,0,1842,48.672,25003,0
2025-02-13T03:39:00Z,0,1837,null,null,null
2025-02-13T03:40:00Z,0,1841,49.087,25003,0
2025-02-13T03:41:00Z,0,1834,null,null,null
2025-02-13T03:42:00Z,0,1836,49.087,25003,0
2025-02-13T03:43:00Z,0,1831,null,null,null
2025-02-13T03:44:00Z,0,1832,49.502,25003,0
2025-02-13T03:45:00Z,0,1827,null,null,null
2025-02-13T03:46:00Z,0,1828,49.502,25003,0
2025-02-13T03:47:00Z,0,1821,null,null,null
2025-02-13T03:48:00Z,0,1824,49.917,25003,0
2025-02-13T03:49:00Z,0,1823,null,null,null
2025-02-13T03:50:00Z,0,1823,49.917,25003,0
2025-02-13T03:51:00Z,0,1820,null,null,null
2025-02-13T03:52:00Z,0,1822,49.917,25003,0
2025-02-13T03:53:00Z,0,1818,null,null,null
2025-02-13T03:54:00Z,0,1820,49.917,25003,0
2025-02-13T03:55:00Z,0,1819,null,null,null
2025-02-13T03:56:00Z,0,1818,50.332,25003,0
2025-02-13T03:57:00Z,0,1814,null,null,null
2025-02-13T03:58:00Z,0,1818,50.332,25003,0
2025-02-13T03:59:00Z,0,1811,null,null,null
2025-02-13T04:00:00Z,0,1813,50.332,25003,0
2025-02-13T04:01:00Z,0,1813,null,null,null
2025-02-13T04:02:00Z,0,1814,50.332,25003,0
2025-02-13T04:03:00Z,0,1810,null,null,null
2025-02-13T04:04:00Z,0,1814,51.162,25003,0
2025-02-13T04:05:00Z,0,1807,null,null,null
2025-02-13T04:06:00Z,0,1808,51.577,25003,0
2025-02-13T04:07:00Z,0,1804,null,null,null
2025-02-13T04:08:00Z,0,1807,51.577,25003,0
2025-02-13T04:09:00Z,0,1800,null,null,null
2025-02-13T04:10:00Z,0,1805,51.992,25003,0
2025-02-13T04:12:00Z,0,1800,51.162,25003,null
2025-02-13T04:13:00Z,0,1800,null,null,null
2025-02-13T04:14:00Z,0,1799,51.162,25003,0
2025-02-13T04:15:00Z,0,1801,null,null,null
2025-02-13T04:16:00Z,0,1798,51.162,25003,0
2025-02-13T04:17:00Z,0,1798,null,null,null
2025-02-13T04:18:00Z,0,1800,51.162,25003,0
2025-02-13T04:20:00Z,0,1800,51.162,25003,null
2025-02-13T04:21:00Z,0,1800,null,null,null
2025-02-13T04:22:00Z,0,1798,51.162,25003,0
2025-02-13T04:23:00Z,0,1800,null,null,null
2025-02-13T04:24:00Z,0,1797,51.162,25003,0
2025-02-13T04:25:00Z,0,1797,null,null,null
2025-02-13T04:26:00Z,0,1798,50.747,25003,0
2025-02-13T04:27:00Z,0,1797,null,null,null
2025-02-13T04:28:00Z,0,1796,50.747,25003,0
2025-02-13T04:30:00Z,0,1798,50.747,25003,null
2025-02-13T04:31:00Z,0,1796,null,null,null
2025-02-13T04:32:00Z,0,1796,50.747,25003,0
2025-02-13T04:33:00Z,0,1795,null,null,null
2025-02-13T04:34:00Z,0,1795,50.747,25003,0
2025-02-13T04:35:00Z,0,1796,null,null,null
2025-02-13T04:36:00Z,0,1796,50.747,25003,0
2025-02-13T04:37:00Z,0,1798,null,null,null
2025-02-13T04:38:00Z,0,1798,50.747,25003,0
2025-02-13T04:40:00Z,0,1795,50.332,25003,null
2025-02-13T04:42:00Z,0,1798,50.332,25003,null
2025-02-13T04:43:00Z,0,1795,null,null,null
2025-02-13T04:44:00Z,0,1790,49.502,25003,0
2025-02-13T04:45:00Z,0,1804,null,null,null
2025-02-13T04:46:00Z,0,1797,49.502,25003,0
2025-02-13T04:47:00Z,0,1804,null,null,null
2025-02-13T04:48:00Z,0,1803,49.087,25003,0
2025-02-13T04:49:00Z,0,1805,null,null,null
2025-02-13T04:50:00Z,0,1806,48.672,25003,0
2025-02-13T04:51:00Z,0,1809,null,null,null
2025-02-13T04:52:00Z,0,1808,48.257,25003,0
2025-02-13T04:53:00Z,0,1812,null,null,null
2025-02-13T04:54:00Z,0,1808,48.257,25003,0
2025-02-13T04:55:00Z,0,1814,null,null,null
2025-02-13T04:56:00Z,0,1812,47.842,25003,0
2025-02-13T04:57:00Z,0,1815,null,null,null
2025-02-13T04:58:00Z,0,1814,47.012,25003,0
2025-02-13T04:59:00Z,0,1818,null,null,null
2025-02-13T05:00:00Z,0,1817,47.012,25003,0
2025-02-13T05:01:00Z,0,1816,null,null,null
2025-02-13T05:02:00Z,0,1814,46.598,25003,0
2025-02-13T05:03:00Z,0,1781,null,null,null
2025-02-13T05:04:00Z,0,1795,47.012,25003,0
2025-02-13T05:06:00Z,0,1802,46.598,25003,null
2025-02-13T05:07:00Z,0,1826,null,null,null
2025-02-13T05:08:00Z,0,1825,46.183,25003,0
2025-02-13T05:09:00Z,0,1829,null,null,null
2025-02-13T05:10:00Z,0,1828,46.183,25003,0
2025-02-13T05:12:00Z,0,1833,45.768,25003,null
2025-02-13T05:14:00Z,0,1834,45.768,25003,null
2025-02-13T05:15:00Z,0,1836,null,null,null
2025-02-13T05:16:00Z,0,1835,45.768,25003,0
2025-02-13T05:17:00Z,0,1831,null,null,null
2025-02-13T05:18:00Z,0,1833,45.353,25003,0
2025-02-13T05:19:00Z,0,1833,null,null,null
2025-02-13T05:20:00Z,0,1831,45.353,25003,0
2025-02-13T05:21:00Z,0,1832,null,null,null
2025-02-13T05:22:00Z,0,1833,44.938,25003,0
2025-02-13T05:24:00Z,0,1838,44.938,25003,null
2025-02-13T05:25:00Z,0,1838,null,null,null
2025-02-13T05:26:00Z,0,1841,44.523,25003,0
2025-02-13T05:28:00Z,0,1837,44.108,25003,null
2025-02-13T05:29:00Z,0,1849,null,null,null
2025-02-13T05:30:00Z,0,1840,44.108,25003,0
2025-02-13T05:31:00Z,0,1856,null,null,null
2025-02-13T05:32:00Z,0,1855,43.693,25003,0
2025-02-13T05:33:00Z,0,1863,null,null,null
2025-02-13T05:34:00Z,0,1861,43.693,25003,0
2025-02-13T05:35:00Z,0,1862,null,null,null
2025-02-13T05:36:00Z,0,1860,43.693,25003,0
2025-02-13T05:37:00Z,0,1869,null,null,null
2025-02-13T05:38:00Z,0,1862,43.693,25003,0
2025-02-13T05:40:00Z,0,1865,43.693,25003,null
2025-02-13T05:41:00Z,0,1861,null,null,null
2025-02-13T05:42:00Z,0,1863,43.693,25003,0
2025-02-13T05:43:00Z,0,1869,null,null,null
2025-02-13T05:44:00Z,0,1865,43.693,25003,0
2025-02-13T05:45:00Z,0,1861,null,null,null
2025-02-13T05:46:00Z,0,1868,43.693,25003,0
2025-02-13T05:47:00Z,0,1843,null,null,null
2025-02-13T05:48:00Z,0,1850,43.278,25003,0
2025-02-13T05:50:00Z,0,1813,43.278,25003,null
2025-02-13T05:51:00Z,0,1864,null,null,null
2025-02-13T05:52:00Z,0,1859,42.863,25003,0
2025-02-13T05:53:00Z,0,1863,null,null,null
2025-02-13T05:54:00Z,0,1863,42.863,25003,0
2025-02-13T05:55:00Z,0,1862,null,null,null
2025-02-13T05:56:00Z,0,1861,42.033,25003,0
2025-02-13T05:57:00Z,0,1858,null,null,null
2025-02-13T05:58:00Z,0,1863,42.033,25003,0
2025-02-13T05:59:00Z,0,1839,null,null,null
2025-02-13T06:00:00Z,0,1849,41.618,25003,0
2025-02-13T06:01:00Z,0,1683,null,null,null
2025-02-13T06:02:00Z,0,1813,41.203,25003,0
2025-02-13T06:03:00Z,0,1177,null,null,null
2025-02-13T06:04:00Z,0,1411,41.618,25003,0
2025-02-13T06:05:00Z,0,821,null,null,null
2025-02-13T06:06:00Z,0,975,41.618,25003,0
2025-02-13T06:08:00Z,0,695,41.203,25003,null
2025-02-13T06:09:00Z,0,425,null,null,null
2025-02-13T06:10:00Z,1,502,40.788,25003,0
2025-02-13T06:11:00Z,0,1886,null,null,null
2025-02-13T06:12:00Z,6,390,40.788,25003,0
2025-02-13T06:14:00Z,0,1885,40.373,25003,null
2025-02-13T06:15:00Z,0,1897,null,null,null
2025-02-13T06:16:00Z,0,1898,40.373,25003,0
2025-02-13T06:17:00Z,0,1894,null,null,null
2025-02-13T06:18:00Z,0,1891,39.959,25003,0
2025-02-13T06:19:00Z,0,1900,null,null,null
2025-02-13T06:20:00Z,0,1895,39.959,25003,0
2025-02-13T06:21:00Z,0,1909,null,null,null
2025-02-13T06:22:00Z,0,1907,39.959,25003,0
2025-02-13T06:23:00Z,0,1901,null,null,null
2025-02-13T06:24:00Z,0,1909,39.959,25003,0
2025-02-13T06:25:00Z,0,1905,null,null,null
2025-02-13T06:26:00Z,0,1904,39.959,25003,0
2025-02-13T06:27:00Z,0,1904,null,null,null
2025-02-13T06:28:00Z,0,1900,39.959,25003,0
2025-02-13T06:29:00Z,0,1892,null,null,null
2025-02-13T06:30:00Z,0,1901,39.544,25003,0
2025-02-13T06:31:00Z,0,1913,null,null,null
2025-02-13T06:32:00Z,0,1898,39.544,25003,0
2025-02-13T06:33:00Z,0,1907,null,null,null
2025-02-13T06:34:00Z,0,1905,39.544,25003,0
2025-02-13T06:35:00Z,0,1912,null,null,null
2025-02-13T06:36:00Z,0,1911,39.544,25003,0
2025-02-13T06:37:00Z,0,1914,null,null,null
2025-02-13T06:38:00Z,0,1913,39.544,25003,0
2025-02-13T06:39:00Z,0,1908,null,null,null
2025-02-13T06:40:00Z,0,1910,39.129,25003,0
2025-02-13T06:41:00Z,0,1917,null,null,null
2025-02-13T06:42:00Z,0,1909,39.129,25003,0
2025-02-13T06:43:00Z,0,1895,null,null,null
2025-02-13T06:44:00Z,0,1915,39.129,25003,0
2025-02-13T06:45:00Z,0,1917,null,null,null
2025-02-13T06:46:00Z,0,1885,39.129,25003,0
2025-02-13T06:48:00Z,0,1923,39.129,25003,null
2025-02-13T06:49:00Z,0,1922,null,null,null
2025-02-13T06:50:00Z,0,1928,38.714,25003,0
2025-02-13T06:51:00Z,0,1913,null,null,null
2025-02-13T06:52:00Z,0,1909,38.714,25003,0
2025-02-13T06:53:00Z,0,1895,null,null,null
2025-02-13T06:54:00Z,0,1898,38.714,25003,0
2025-02-13T06:55:00Z,0,1929,null,null,null
2025-02-13T06:56:00Z,0,1923,38.714,25003,0
2025-02-13T06:57:00Z,0,1925,null,null,null
2025-02-13T06:58:00Z,0,1922,38.714,25003,0
2025-02-13T06:59:00Z,0,1905,null,null,null
2025-02-13T07:00:00Z,0,1919,38.714,25003,0
2025-02-13T07:01:00Z,736,1692,null,null,null
2025-02-13T07:02:00Z,111,1866,38.714,25025,22
2025-02-13T07:04:00Z,704,1531,39.129,25047,null
2025-02-13T07:06:00Z,650,1294,39.129,25068,null
2025-02-13T07:07:00Z,585,1040,null,null,null
2025-02-13T07:08:00Z,603,1111,39.129,25087,62
2025-02-13T07:10:00Z,565,967,39.129,25106,null
2025-02-13T07:11:00Z,0,886,null,null,null
2025-02-13T07:12:00Z,385,860,39.129,25107,20
2025-02-13T07:14:00Z,0,908,39.129,25107,null
2025-02-13T07:15:00Z,0,1008,null,null,null
2025-02-13T07:16:00Z,0,971,39.129,25107,0
2025-02-13T07:17:00Z,0,1028,null,null,null
2025-02-13T07:18:00Z,0,1008,39.129,25107,0
2025-02-13T07:19:00Z,0,1028,null,null,null
2025-02-13T07:20:00Z,0,1025,39.129,25107,0
2025-02-13T07:21:00Z,0,1046,null,null,null
2025-02-13T07:22:00Z,0,1028,39.129,25107,0
2025-02-13T07:23:00Z,0,1085,null,null,null
2025-02-13T07:24:00Z,0,1072,39.129,25107,0
2025-02-13T07:25:00Z,0,1094,null,null,null
2025-02-13T07:26:00Z,0,1081,39.129,25107,0
2025-02-13T07:27:00Z,0,1169,null,null,null
2025-02-13T07:28:00Z,0,1135,39.129,25107,0
2025-02-13T07:29:00Z,0,1229,null,null,null
2025-02-13T07:30:00Z,0,1210,39.129,25107,0
2025-02-13T07:31:00Z,0,1231,null,null,null
2025-02-13T07:32:00Z,0,1228,39.544,25107,0
2025-02-13T07:33:00Z,0,1199,null,null,null
2025-02-13T07:34:00Z,0,1235,39.129,25107,0
2025-02-13T07:35:00Z,0,1179,null,null,null
2025-02-13T07:36:00Z,0,1177,39.129,25107,0
2025-02-13T07:37:00Z,0,1195,null,null,null
2025-02-13T07:38:00Z,0,1184,39.544,25107,0
2025-02-13T07:39:00Z,0,1244,null,null,null
2025-02-13T07:40:00Z,0,1194,39.544,25107,0
2025-02-13T07:41:00Z,0,1258,null,null,null
2025-02-13T07:42:00Z,0,1264,39.544,25107,0
2025-02-13T07:43:00Z,0,1296,null,null,null
2025-02-13T07:44:00Z,0,1260,39.544,25107,0
2025-02-13T07:45:00Z,0,1380,null,null,null
2025-02-13T07:46:00Z,0,1349,39.544,25107,0
2025-02-13T07:47:00Z,0,1413,null,null,null
2025-02-13T07:48:00Z,0,1399,39.544,25107,0
2025-02-13T07:49:00Z,0,1463,null,null,null
2025-02-13T07:50:00Z,0,1439,39.959,25107,0
2025-02-13T07:51:00Z,0,1470,null,null,null
2025-02-13T07:52:00Z,0,1469,39.959,25107,0
2025-02-13T07:53:00Z,0,1490,null,null,null
2025-02-13T07:54:00Z,0,1461,39.959,25107,0
2025-02-13T07:55:00Z,0,1557,null,null,null
2025-02-13T07:56:00Z,0,1524,39.959,25107,0
2025-02-13T07:57:00Z,0,1569,null,null,null
2025-02-13T07:58:00Z,0,1558,39.959,25107,0
2025-02-13T07:59:00Z,0,1595,null,null,null
2025-02-13T08:00:00Z,0,1590,39.959,25107,0
2025-02-13T08:01:00Z,0,1623,null,null,null
2025-02-13T08:02:00Z,0,1610,39.959,25107,0
2025-02-13T08:04:00Z,0,1633,40.788,25107,null
2025-02-13T08:05:00Z,0,1599,null,null,null
2025-02-13T08:06:00Z,0,1631,40.373,25107,0
2025-02-13T08:07:00Z,0,1619,null,null,null
2025-02-13T08:08:00Z,0,1597,40.373,25107,0
2025-02-13T08:09:00Z,0,1597,null,null,null
2025-02-13T08:10:00Z,0,1598,40.373,25107,0
2025-02-13T08:11:00Z,0,1652,null,null,null
2025-02-13T08:12:00Z,0,1616,40.373,25107,0
2025-02-13T08:13:00Z,0,1697,null,null,null
2025-02-13T08:14:00Z,0,1678,40.373,25107,0
2025-02-13T08:16:00Z,0,1715,40.373,25107,null
2025-02-13T08:17:00Z,0,1760,null,null,null
2025-02-13T08:18:00Z,0,1746,40.373,25107,0
2025-02-13T08:19:00Z,0,1790,null,null,null
2025-02-13T08:20:00Z,0,1773,40.788,25107,0
2025-02-13T08:21:00Z,0,1810,null,null,null
2025-02-13T08:22:00Z,0,1804,40.788,25107,0
2025-02-13T08:23:00Z,0,1842,null,null,null
2025-02-13T08:24:00Z,0,1828,41.203,25107,0
2025-02-13T08:25:00Z,0,1850,null,null,null
2025-02-13T08:26:00Z,0,1845,41.203,25107,0
2025-02-13T08:27:00Z,0,1883,null,null,null
2025-02-13T08:28:00Z,0,1871,41.203,25107,0
2025-02-13T08:29:00Z,0,1865,null,null,null
2025-02-13T08:30:00Z,0,1866,42.033,25107,0
2025-02-13T08:31:00Z,0,1885,null,null,null
2025-02-13T08:32:00Z,0,1875,41.618,25107,0
2025-02-13T08:33:00Z,0,1882,null,null,null
2025-02-13T08:34:00Z,0,1892,41.618,25107,0
2025-02-13T08:35:00Z,0,1892,null,null,null
2025-02-13T08:36:00Z,0,1892,41.618,25107,0
2025-02-13T08:37:00Z,0,1893,null,null,null
2025-02-13T08:38:00Z,0,1886,41.618,25107,0
2025-02-13T08:39:00Z,0,1892,null,null,null
2025-02-13T08:40:00Z,0,1892,42.448,25107,0
2025-02-13T08:41:00Z,0,1883,null,null,null
2025-02-13T08:42:00Z,0,1888,42.033,25107,0
2025-02-13T08:43:00Z,0,1878,null,null,null
2025-02-13T08:44:00Z,0,1887,42.033,25107,0
2025-02-13T08:45:00Z,0,1870,null,null,null
2025-02-13T08:46:00Z,0,1877,42.033,25107,0
2025-02-13T08:47:00Z,0,1829,null,null,null
2025-02-13T08:48:00Z,0,1851,42.033,25107,0
2025-02-13T08:49:00Z,0,1849,null,null,null
2025-02-13T08:50:00Z,0,1832,42.033,25107,0
